FinancialYear,HBR,HBRQF,AgeGroup,Sex,Dataset,DatasetQF,DischargeCount,DischargeRates,DischargeRatesQF,PatientsCount,PatientsRates,PatientRatesQF
1997/98,S92000003,d,0-17 years,Male,Total,d,780,133.93,d,695,119.33,d
1997/98,S92000003,d,0-17 years,Female,Total,d,715,128.15,d,610,109.33,d
1997/98,S92000003,d,18-24 years,Male,Total,d,2020,913.05,d,1365,616.99,d
1997/98,S92000003,d,18-24 years,Female,Total,d,1310,589.16,d,860,386.78,d
1997/98,S92000003,d,25-39 years,Male,Total,d,6450,1123.62,d,4240,738.63,d
1997/98,S92000003,d,25-39 years,Female,Total,d,4895,816.79,d,3055,509.77,d
1997/98,S92000003,d,40-64 years,Male,Total,d,7280,968.46,d,4925,655.17,d
1997/98,S92000003,d,40-64 years,Female,Total,d,5395,686.97,d,3650,464.77,d
1997/98,S92000003,d,65plus years,Male,Total,d,5085,1624.95,d,3400,1086.49,d
1997/98,S92000003,d,65plus years,Female,Total,d,7860,1650.94,d,5570,1169.94,d
1998/99,S92000003,d,0-17 years,Male,Total,d,780,134.98,d,700,121.13,d
1998/99,S92000003,d,0-17 years,Female,Total,d,715,129.31,d,585,105.8,d
1998/99,S92000003,d,18-24 years,Male,Total,d,1900,871.51,d,1300,596.3,d
1998/99,S92000003,d,18-24 years,Female,Total,d,1360,619.8,d,890,405.6,d
1998/99,S92000003,d,25-39 years,Male,Total,d,6515,1150.9,d,4265,753.43,d
1998/99,S92000003,d,25-39 years,Female,Total,d,4895,824.29,d,3145,529.6,d
1998/99,S92000003,d,40-64 years,Male,Total,d,7165,941.19,d,4885,641.69,d
1998/99,S92000003,d,40-64 years,Female,Total,d,5480,689.26,d,3750,471.67,d
1998/99,S92000003,d,65plus years,Male,Total,d,5185,1642.14,d,3520,1114.82,d
1998/99,S92000003,d,65plus years,Female,Total,d,7900,1656.77,d,5595,1173.37,d
1999/00,S92000003,d,0-17 years,Male,Total,d,735,128.47,d,655,114.49,d
1999/00,S92000003,d,0-17 years,Female,Total,d,660,120.6,d,565,103.24,d
1999/00,S92000003,d,18-24 years,Male,Total,d,2125,970.54,d,1470,671.39,d
1999/00,S92000003,d,18-24 years,Female,Total,d,1245,565.64,d,850,386.18,d
1999/00,S92000003,d,25-39 years,Male,Total,d,6585,1184.95,d,4200,755.78,d
1999/00,S92000003,d,25-39 years,Female,Total,d,4485,765.49,d,2950,503.5,d
1999/00,S92000003,d,40-64 years,Male,Total,d,7530,976.14,d,5030,652.06,d
1999/00,S92000003,d,40-64 years,Female,Total,d,5545,688.46,d,3840,476.77,d
1999/00,S92000003,d,65plus years,Male,Total,d,5055,1587.9,d,3395,1066.45,d
1999/00,S92000003,d,65plus years,Female,Total,d,7305,1532.32,d,5235,1098.11,d
2000/01,S92000003,d,0-17 years,Male,Total,d,735,129.63,d,650,114.64,d
2000/01,S92000003,d,0-17 years,Female,Total,d,575,106.28,d,515,95.19,d
2000/01,S92000003,d,18-24 years,Male,Total,d,2090,954,d,1405,641.32,d
2000/01,S92000003,d,18-24 years,Female,Total,d,1220,554.89,d,855,388.88,d
2000/01,S92000003,d,25-39 years,Male,Total,d,6465,1191.06,d,4125,759.96,d
2000/01,S92000003,d,25-39 years,Female,Total,d,4635,803.34,d,2920,506.09,d
2000/01,S92000003,d,40-64 years,Male,Total,d,7520,962.57,d,5050,646.4,d
2000/01,S92000003,d,40-64 years,Female,Total,d,5510,675.65,d,3760,461.06,d
2000/01,S92000003,d,65plus years,Male,Total,d,4745,1474.39,d,3140,975.67,d
2000/01,S92000003,d,65plus years,Female,Total,d,7020,1469.68,d,4980,1042.59,d
2001/02,S92000003,d,0-17 years,Male,Total,d,720,128.1,d,620,110.31,d
2001/02,S92000003,d,0-17 years,Female,Total,d,625,116.7,d,530,98.97,d
2001/02,S92000003,d,18-24 years,Male,Total,d,2020,915.51,d,1335,605.05,d
2001/02,S92000003,d,18-24 years,Female,Total,d,1130,514.22,d,790,359.5,d
2001/02,S92000003,d,25-39 years,Male,Total,d,6425,1207.72,d,3995,750.95,d
2001/02,S92000003,d,25-39 years,Female,Total,d,4515,795.79,d,2880,507.61,d
2001/02,S92000003,d,40-64 years,Male,Total,d,7400,933.96,d,4995,630.43,d
2001/02,S92000003,d,40-64 years,Female,Total,d,5950,719.17,d,3915,473.2,d
2001/02,S92000003,d,65plus years,Male,Total,d,4630,1417.16,d,3115,953.44,d
2001/02,S92000003,d,65plus years,Female,Total,d,6675,1389.26,d,4740,986.53,d
2002/03,S92000003,d,0-17 years,Male,Total,d,620,111.44,d,520,93.46,d
2002/03,S92000003,d,0-17 years,Female,Total,d,585,110.12,d,495,93.18,d
2002/03,S92000003,d,18-24 years,Male,Total,d,1795,800.65,d,1215,541.94,d
2002/03,S92000003,d,18-24 years,Female,Total,d,1220,546.84,d,835,374.27,d
2002/03,S92000003,d,25-39 years,Male,Total,d,6170,1187.32,d,3975,764.93,d
2002/03,S92000003,d,25-39 years,Female,Total,d,4355,784.59,d,2795,503.54,d
2002/03,S92000003,d,40-64 years,Male,Total,d,7445,925.51,d,5120,636.48,d
2002/03,S92000003,d,40-64 years,Female,Total,d,5880,700.75,d,3960,471.93,d
2002/03,S92000003,d,65plus years,Male,Total,d,4670,1410.91,d,3185,962.26,d
2002/03,S92000003,d,65plus years,Female,Total,d,6555,1360.32,d,4720,979.52,d
2003/04,S92000003,d,0-17 years,Male,Total,d,545,99.19,d,480,87.36,d
2003/04,S92000003,d,0-17 years,Female,Total,d,545,103.72,d,455,86.59,d
2003/04,S92000003,d,18-24 years,Male,Total,d,1785,781.89,d,1175,514.69,d
2003/04,S92000003,d,18-24 years,Female,Total,d,1135,499.71,d,780,343.41,d
2003/04,S92000003,d,25-39 years,Male,Total,d,5990,1175.57,d,3860,757.54,d
2003/04,S92000003,d,25-39 years,Female,Total,d,4100,755.68,d,2670,492.11,d
2003/04,S92000003,d,40-64 years,Male,Total,d,7580,929.74,d,5140,630.46,d
2003/04,S92000003,d,40-64 years,Female,Total,d,5960,699.32,d,4085,479.31,d
2003/04,S92000003,d,65plus years,Male,Total,d,4565,1360.55,d,3200,953.73,d
2003/04,S92000003,d,65plus years,Female,Total,d,6800,1407.85,d,4705,974.11,d
2004/05,S92000003,d,0-17 years,Male,Total,d,475,87.15,d,410,75.23,d
2004/05,S92000003,d,0-17 years,Female,Total,d,450,86.27,d,385,73.81,d
2004/05,S92000003,d,18-24 years,Male,Total,d,1780,773.88,d,1160,504.32,d
2004/05,S92000003,d,18-24 years,Female,Total,d,1080,468.25,d,720,312.16,d
2004/05,S92000003,d,25-39 years,Male,Total,d,5710,1134.95,d,3715,738.42,d
2004/05,S92000003,d,25-39 years,Female,Total,d,4015,752.36,d,2560,479.71,d
2004/05,S92000003,d,40-64 years,Male,Total,d,7745,935.43,d,5135,620.2,d
2004/05,S92000003,d,40-64 years,Female,Total,d,5905,681.07,d,4005,461.93,d
2004/05,S92000003,d,65plus years,Male,Total,d,4335,1273.11,d,3030,889.85,d
2004/05,S92000003,d,65plus years,Female,Total,d,6080,1254.24,d,4440,915.93,d
2005/06,S92000003,d,0-17 years,Male,Total,d,455,83.94,d,405,74.72,d
2005/06,S92000003,d,0-17 years,Female,Total,d,450,86.84,d,365,70.44,d
2005/06,S92000003,d,18-24 years,Male,Total,d,1510,649.51,d,990,425.84,d
2005/06,S92000003,d,18-24 years,Female,Total,d,1040,442.99,d,700,298.17,d
2005/06,S92000003,d,25-39 years,Male,Total,d,5455,1092.23,d,3535,707.8,d
2005/06,S92000003,d,25-39 years,Female,Total,d,3580,678.72,d,2340,443.63,d
2005/06,S92000003,d,40-64 years,Male,Total,d,7740,919.45,d,5180,615.34,d
2005/06,S92000003,d,40-64 years,Female,Total,d,5855,664.06,d,3895,441.76,d
2005/06,S92000003,d,65plus years,Male,Total,d,4130,1195.35,d,2955,855.27,d
2005/06,S92000003,d,65plus years,Female,Total,d,5895,1210.94,d,4310,885.35,d
2006/07,S92000003,d,0-17 years,Male,Total,d,460,85.47,d,415,77.11,d
2006/07,S92000003,d,0-17 years,Female,Total,d,440,85.49,d,365,70.92,d
2006/07,S92000003,d,18-24 years,Male,Total,d,1405,597.87,d,975,414.9,d
2006/07,S92000003,d,18-24 years,Female,Total,d,1000,421.82,d,650,274.18,d
2006/07,S92000003,d,25-39 years,Male,Total,d,5205,1046.06,d,3320,667.23,d
2006/07,S92000003,d,25-39 years,Female,Total,d,3460,661.8,d,2205,421.76,d
2006/07,S92000003,d,40-64 years,Male,Total,d,7975,933.07,d,5255,614.83,d
2006/07,S92000003,d,40-64 years,Female,Total,d,5705,637.3,d,3835,428.4,d
2006/07,S92000003,d,65plus years,Male,Total,d,4260,1218.57,d,3025,865.3,d
2006/07,S92000003,d,65plus years,Female,Total,d,6055,1240.31,d,4255,871.59,d
2007/08,S92000003,d,0-17 years,Male,Total,d,470,87.27,d,420,77.98,d
2007/08,S92000003,d,0-17 years,Female,Total,d,490,95.24,d,425,82.61,d
2007/08,S92000003,d,18-24 years,Male,Total,d,1430,602.74,d,995,419.39,d
2007/08,S92000003,d,18-24 years,Female,Total,d,1010,423,d,685,286.88,d
2007/08,S92000003,d,25-39 years,Male,Total,d,5395,1085.64,d,3405,685.19,d
2007/08,S92000003,d,25-39 years,Female,Total,d,3525,676.64,d,2275,436.7,d
2007/08,S92000003,d,40-64 years,Male,Total,d,8410,968.38,d,5375,618.91,d
2007/08,S92000003,d,40-64 years,Female,Total,d,5940,653.81,d,3910,430.37,d
2007/08,S92000003,d,65plus years,Male,Total,d,4315,1214.38,d,3000,844.3,d
2007/08,S92000003,d,65plus years,Female,Total,d,5625,1146.31,d,4045,824.33,d
2008/09,S92000003,d,0-17 years,Male,Total,d,445,82.73,d,370,68.79,d
2008/09,S92000003,d,0-17 years,Female,Total,d,455,88.45,d,375,72.9,d
2008/09,S92000003,d,18-24 years,Male,Total,d,1290,536.48,d,905,376.37,d
2008/09,S92000003,d,18-24 years,Female,Total,d,1025,425.03,d,710,294.41,d
2008/09,S92000003,d,25-39 years,Male,Total,d,5355,1080.75,d,3390,684.17,d
2008/09,S92000003,d,25-39 years,Female,Total,d,3465,669.71,d,2310,446.47,d
2008/09,S92000003,d,40-64 years,Male,Total,d,8660,985.38,d,5585,635.49,d
2008/09,S92000003,d,40-64 years,Female,Total,d,5880,639.47,d,4015,436.64,d
2008/09,S92000003,d,65plus years,Male,Total,d,4360,1202.36,d,3090,852.13,d
2008/09,S92000003,d,65plus years,Female,Total,d,5635,1138.06,d,4025,812.9,d
2009/10,S92000003,d,0-17 years,Male,Total,d,410,76.16,d,340,63.16,d
2009/10,S92000003,d,0-17 years,Female,Total,d,385,74.85,d,315,61.24,d
2009/10,S92000003,d,18-24 years,Male,Total,d,1270,523.99,d,900,371.33,d
2009/10,S92000003,d,18-24 years,Female,Total,d,975,401,d,695,285.84,d
2009/10,S92000003,d,25-39 years,Male,Total,d,4755,964.14,d,3130,634.65,d
2009/10,S92000003,d,25-39 years,Female,Total,d,3270,636.48,d,2145,417.51,d
2009/10,S92000003,d,40-64 years,Male,Total,d,8205,924.85,d,5315,599.09,d
2009/10,S92000003,d,40-64 years,Female,Total,d,5705,614.13,d,3855,414.98,d
2009/10,S92000003,d,65plus years,Male,Total,d,4230,1140.5,d,2975,802.12,d
2009/10,S92000003,d,65plus years,Female,Total,d,5545,1109.7,d,3910,782.49,d
2010/11,S92000003,d,0-17 years,Male,Total,d,345,64.49,d,290,54.21,d
2010/11,S92000003,d,0-17 years,Female,Total,d,425,83.24,d,335,65.61,d
2010/11,S92000003,d,18-24 years,Male,Total,d,1230,497.2,d,885,357.74,d
2010/11,S92000003,d,18-24 years,Female,Total,d,910,365.65,d,640,257.16,d
2010/11,S92000003,d,25-39 years,Male,Total,d,4830,980.14,d,3105,630.09,d
2010/11,S92000003,d,25-39 years,Female,Total,d,3340,651.65,d,2135,416.55,d
2010/11,S92000003,d,40-64 years,Male,Total,d,8175,913.54,d,5165,577.18,d
2010/11,S92000003,d,40-64 years,Female,Total,d,5370,572.49,d,3590,382.73,d
2010/11,S92000003,d,65plus years,Male,Total,d,4600,1216.19,d,3060,809.03,d
2010/11,S92000003,d,65plus years,Female,Total,d,5985,1187.52,d,4035,800.61,d
2011/12,S92000003,d,0-17 years,Male,Total,d,345,64.65,d,300,56.22,d
2011/12,S92000003,d,0-17 years,Female,Total,d,400,78.67,d,325,63.92,d
2011/12,S92000003,d,18-24 years,Male,Total,d,1255,498.09,d,885,351.24,d
2011/12,S92000003,d,18-24 years,Female,Total,d,895,353.56,d,630,248.87,d
2011/12,S92000003,d,25-39 years,Male,Total,d,4880,986.85,d,3060,618.8,d
2011/12,S92000003,d,25-39 years,Female,Total,d,3310,646.82,d,2105,411.35,d
2011/12,S92000003,d,40-64 years,Male,Total,d,8695,962.72,d,5335,590.7,d
2011/12,S92000003,d,40-64 years,Female,Total,d,5710,602.98,d,3715,392.3,d
2011/12,S92000003,d,65plus years,Male,Total,d,4820,1245.29,d,3115,804.79,d
2011/12,S92000003,d,65plus years,Female,Total,d,6290,1235.01,d,4070,799.13,d
2012/13,S92000003,d,0-17 years,Male,Total,d,345,65.04,d,260,49.01,d
2012/13,S92000003,d,0-17 years,Female,Total,d,495,97.77,d,380,75.05,d
2012/13,S92000003,d,18-24 years,Male,Total,d,1215,487.34,d,850,340.93,d
2012/13,S92000003,d,18-24 years,Female,Total,d,955,380.39,d,630,250.94,d
2012/13,S92000003,d,25-39 years,Male,Total,d,4520,921.61,d,2860,583.14,d
2012/13,S92000003,d,25-39 years,Female,Total,d,3090,607.6,d,2010,395.24,d
2012/13,S92000003,d,40-64 years,Male,Total,d,8380,930.66,d,5280,586.38,d
2012/13,S92000003,d,40-64 years,Female,Total,d,5710,603.63,d,3660,386.91,d
2012/13,S92000003,d,65plus years,Male,Total,d,5020,1244.94,d,3225,799.79,d
2012/13,S92000003,d,65plus years,Female,Total,d,6530,1249.26,d,4170,797.77,d
2013/14,S92000003,d,0-17 years,Male,Total,d,370,70.08,d,290,54.93,d
2013/14,S92000003,d,0-17 years,Female,Total,d,520,102.97,d,380,75.25,d
2013/14,S92000003,d,18-24 years,Male,Total,d,1175,480.16,d,850,347.35,d
2013/14,S92000003,d,18-24 years,Female,Total,d,1010,409.53,d,670,271.67,d
2013/14,S92000003,d,25-39 years,Male,Total,d,4725,962.83,d,2945,600.11,d
2013/14,S92000003,d,25-39 years,Female,Total,d,3025,594.89,d,1880,369.71,d
2013/14,S92000003,d,40-64 years,Male,Total,d,8780,974.86,d,5420,601.79,d
2013/14,S92000003,d,40-64 years,Female,Total,d,5910,624.95,d,3715,392.84,d
2013/14,S92000003,d,65plus years,Male,Total,d,5350,1286.45,d,3295,792.31,d
2013/14,S92000003,d,65plus years,Female,Total,d,6755,1270.8,d,4035,759.09,d
2014/15,S92000003,d,0-17 years,Male,Total,d,350,66.46,d,275,52.22,d
2014/15,S92000003,d,0-17 years,Female,Total,d,525,104.08,d,385,76.33,d
2014/15,S92000003,d,18-24 years,Male,Total,d,1165,485.13,d,805,335.22,d
2014/15,S92000003,d,18-24 years,Female,Total,d,1055,434.09,d,675,277.74,d
2014/15,S92000003,d,25-39 years,Male,Total,d,4950,1006.59,d,2925,594.8,d
2014/15,S92000003,d,25-39 years,Female,Total,d,2970,581.26,d,1815,355.21,d
2014/15,S92000003,d,40-64 years,Male,Total,d,9090,1009.77,d,5240,582.09,d
2014/15,S92000003,d,40-64 years,Female,Total,d,5960,630.43,d,3590,379.74,d
2014/15,S92000003,d,65plus years,Male,Total,d,5855,1367.69,d,3355,783.7,d
2014/15,S92000003,d,65plus years,Female,Total,d,7530,1390.43,d,4290,792.15,d
2015/16,S92000003,d,0-17 years,Male,Total,d,415,78.89,d,330,62.73,d
2015/16,S92000003,d,0-17 years,Female,Total,d,520,103.23,d,370,73.45,d
2015/16,S92000003,d,18-24 years,Male,Total,d,1335,559.99,d,900,377.52,d
2015/16,S92000003,d,18-24 years,Female,Total,d,1060,436.92,d,675,278.23,d
2015/16,S92000003,d,25-39 years,Male,Total,d,5020,1012.23,d,2960,596.85,d
2015/16,S92000003,d,25-39 years,Female,Total,d,3105,602.96,d,1850,359.25,d
2015/16,S92000003,d,40-64 years,Male,Total,d,9870,1097.01,d,5420,602.41,d
2015/16,S92000003,d,40-64 years,Female,Total,d,6400,676.68,d,3605,381.16,d
2015/16,S92000003,d,65plus years,Male,Total,d,6695,1531.53,d,3640,832.68,d
2015/16,S92000003,d,65plus years,Female,Total,d,7995,1460.7,d,4345,793.84,d
2016/17,S92000003,d,0-17 years,Male,Total,d,420,79.59,d,330,62.54,d
2016/17,S92000003,d,0-17 years,Female,Total,d,530,105.03,d,395,78.27,d
2016/17,S92000003,d,18-24 years,Male,Total,d,1375,584.45,d,910,386.8,d
2016/17,S92000003,d,18-24 years,Female,Total,d,1060,441.55,d,690,287.42,d
2016/17,S92000003,d,25-39 years,Male,Total,d,5430,1082.03,d,3035,604.78,d
2016/17,S92000003,d,25-39 years,Female,Total,d,3430,658.53,d,1955,375.34,d
2016/17,S92000003,d,40-64 years,Male,Total,d,10015,1114.32,d,5355,595.83,d
2016/17,S92000003,d,40-64 years,Female,Total,d,6535,691.33,d,3690,390.36,d
2016/17,S92000003,d,65plus years,Male,Total,d,7065,1583.83,d,3690,827.22,d
2016/17,S92000003,d,65plus years,Female,Total,d,8510,1534.84,d,4415,796.28,d
2017/18,S92000003,d,0-17 years,Male,Total,d,470,89.13,d,355,67.32,d
2017/18,S92000003,d,0-17 years,Female,Total,d,535,106.34,d,400,79.5,d
2017/18,S92000003,d,18-24 years,Male,Total,d,1370,591.16,d,885,381.88,d
2017/18,S92000003,d,18-24 years,Female,Total,d,1170,493.91,d,705,297.61,d
2017/18,S92000003,d,25-39 years,Male,Total,d,5400,1065.32,d,3035,598.75,d
2017/18,S92000003,d,25-39 years,Female,Total,d,3400,644.04,d,1970,373.16,d
2017/18,S92000003,d,40-64 years,Male,Total,d,10210,1138.05,d,5365,598.01,d
2017/18,S92000003,d,40-64 years,Female,Total,d,6425,680.58,d,3565,377.63,d
2017/18,S92000003,d,65plus years,Male,Total,d,7950,1749.33,d,3955,870.27,d
2017/18,S92000003,d,65plus years,Female,Total,d,9865,1760.4,d,4765,850.31,d
2018/19,S92000003,d,0-17 years,Male,Total,d,455,86.71,d,340,64.79,d
2018/19,S92000003,d,0-17 years,Female,Total,d,700,139.85,d,440,87.91,d
2018/19,S92000003,d,18-24 years,Male,Total,d,1440,626.12,d,895,389.15,d
2018/19,S92000003,d,18-24 years,Female,Total,d,1365,582.62,d,735,313.72,d
2018/19,S92000003,d,25-39 years,Male,Total,d,5695,1118.32,d,3145,617.58,d
2018/19,S92000003,d,25-39 years,Female,Total,d,3870,727.13,d,2055,386.11,d
2018/19,S92000003,d,40-64 years,Male,Total,d,10445,1170.05,d,5335,597.63,d
2018/19,S92000003,d,40-64 years,Female,Total,d,6750,716.63,d,3595,381.67,d
2018/19,S92000003,d,65plus years,Male,Total,d,7795,1685.5,d,3895,842.21,d
2018/19,S92000003,d,65plus years,Female,Total,d,10350,1827.93,d,4925,869.81,d
2019/20,S92000003,d,0-17 years,Male,Total,d,525,100.01,d,330,62.87,d
2019/20,S92000003,d,0-17 years,Female,Total,d,770,154.02,d,480,96.01,d
2019/20,S92000003,d,18-24 years,Male,Total,d,1360,595.36,d,885,387.42,d
2019/20,S92000003,d,18-24 years,Female,Total,d,1495,641.26,d,845,362.45,d
2019/20,S92000003,d,25-39 years,Male,Total,d,6185,1211.37,d,3290,644.36,d
2019/20,S92000003,d,25-39 years,Female,Total,d,3840,718.97,d,2070,387.57,d
2019/20,S92000003,d,40-64 years,Male,Total,d,11750,1315.66,d,5575,624.24,d
2019/20,S92000003,d,40-64 years,Female,Total,d,7095,752.67,d,3740,396.76,d
2019/20,S92000003,d,65plus years,Male,Total,d,8590,1817.48,d,4030,852.67,d
2019/20,S92000003,d,65plus years,Female,Total,d,10970,1907.99,d,4845,842.68,d
2020/21,S92000003,d,0-17 years,Male,Total,d,350,67.02,d,290,55.53,d
2020/21,S92000003,d,0-17 years,Female,Total,d,840,169.14,d,535,107.72,d
2020/21,S92000003,d,18-24 years,Male,Total,d,1385,608.49,d,825,362.46,d
2020/21,S92000003,d,18-24 years,Female,Total,d,1345,577.8,d,740,317.9,d
2020/21,S92000003,d,25-39 years,Male,Total,d,5835,1150.6,d,2935,578.75,d
2020/21,S92000003,d,25-39 years,Female,Total,d,3585,674.06,d,1885,354.42,d
2020/21,S92000003,d,40-64 years,Male,Total,d,11000,1233.66,d,5090,570.85,d
2020/21,S92000003,d,40-64 years,Female,Total,d,6545,694.69,d,3285,348.67,d
2020/21,S92000003,d,65plus years,Male,Total,d,8590,1789.61,d,3725,776.05,d
2020/21,S92000003,d,65plus years,Female,Total,d,10390,1788.2,d,4325,744.37,d
2021/22,S92000003,d,0-17 years,Male,Total,d,325,62.69,d,260,50.15,d
2021/22,S92000003,d,0-17 years,Female,Total,d,750,152.13,d,490,99.39,d
2021/22,S92000003,d,18-24 years,Male,Total,d,1180,518.24,d,755,331.58,d
2021/22,S92000003,d,18-24 years,Female,Total,d,1405,605.84,d,785,338.49,d
2021/22,S92000003,d,25-39 years,Male,Total,d,5575,1106.21,d,2785,552.61,d
2021/22,S92000003,d,25-39 years,Female,Total,d,3460,652.37,d,1855,349.75,d
2021/22,S92000003,d,40-64 years,Male,Total,d,10740,1205.97,d,5020,563.69,d
2021/22,S92000003,d,40-64 years,Female,Total,d,6580,697.91,d,3350,355.32,d
2021/22,S92000003,d,65plus years,Male,Total,d,9070,1852.62,d,3885,793.54,d
2021/22,S92000003,d,65plus years,Female,Total,d,11025,1868.53,d,4695,795.71,d
2022/23,S92000003,d,0-17 years,Male,Total,d,255,49.41,d,215,41.66,d
2022/23,S92000003,d,0-17 years,Female,Total,d,775,158.1,d,425,86.7,d
2022/23,S92000003,d,18-24 years,Male,Total,d,1085,466.93,d,630,271.12,d
2022/23,S92000003,d,18-24 years,Female,Total,d,1160,495.79,d,615,262.86,d
2022/23,S92000003,d,25-39 years,Male,Total,d,5265,1034.15,d,2615,513.64,d
2022/23,S92000003,d,25-39 years,Female,Total,d,3320,621.24,d,1780,333.08,d
2022/23,S92000003,d,40-64 years,Male,Total,d,9965,1119.86,d,4700,528.18,d
2022/23,S92000003,d,40-64 years,Female,Total,d,6345,672.4,d,3310,350.77,d
2022/23,S92000003,d,65plus years,Male,Total,d,9055,1814.75,d,3860,773.6,d
2022/23,S92000003,d,65plus years,Female,Total,d,11250,1879.9,d,4600,768.67,d
2023/24,S92000003,d,0-17 years,Male,Total,d,330,63.48,d,250,48.09,d
2023/24,S92000003,d,0-17 years,Female,Total,d,675,136.74,d,420,85.08,d
2023/24,S92000003,d,18-24 years,Male,Total,d,1040,444.98,d,660,282.39,d
2023/24,S92000003,d,18-24 years,Female,Total,d,1045,446.59,d,570,243.59,d
2023/24,S92000003,d,25-39 years,Male,Total,d,5510,1061.95,d,2685,517.48,d
2023/24,S92000003,d,25-39 years,Female,Total,d,3455,636.87,d,1810,333.64,d
2023/24,S92000003,d,40-64 years,Male,Total,d,11185,1259.35,d,5120,576.47,d
2023/24,S92000003,d,40-64 years,Female,Total,d,6685,708.93,d,3335,353.67,d
2023/24,S92000003,d,65plus years,Male,Total,d,9820,1931.77,d,4140,814.41,d
2023/24,S92000003,d,65plus years,Female,Total,d,12030,1978.55,d,4865,800.14,d
1997/98,S08000015, ,0-17 years,Male,Total,d,105,243.98,d,100,232.36,d
1997/98,S08000015, ,0-17 years,Female,Total,d,85,203.8,d,80,191.81,d
1997/98,S08000015, ,18-24 years,Male,Total,d,185,1254.92,d,115,780.08,d
1997/98,S08000015, ,18-24 years,Female,Total,d,95,663.36,d,65,453.88,d
1997/98,S08000015, ,25-39 years,Male,Total,d,480,1236.16,d,325,836.98,d
1997/98,S08000015, ,25-39 years,Female,Total,d,435,1038.43,d,265,632.61,d
1997/98,S08000015, ,40-64 years,Male,Total,d,640,1125.83,d,440,774.01,d
1997/98,S08000015, ,40-64 years,Female,Total,d,425,704.73,d,285,472.58,d
1997/98,S08000015, ,65plus years,Male,Total,d,470,1934.08,d,300,1234.52,d
1997/98,S08000015, ,65plus years,Female,Total,d,615,1672.65,d,430,1169.5,d
1997/98,S08000016, ,0-17 years,Male,Total,d,20,174.63,d,20,174.63,d
1997/98,S08000016, ,0-17 years,Female,Total,d,20,178.76,d,20,178.76,d
1997/98,S08000016, ,18-24 years,Male,Total,d,40,1122.65,d,25,701.66,d
1997/98,S08000016, ,18-24 years,Female,Total,d,20,566.89,d,15,425.17,d
1997/98,S08000016, ,25-39 years,Male,Total,d,90,815.37,d,65,588.87,d
1997/98,S08000016, ,25-39 years,Female,Total,d,95,845.35,d,45,400.43,d
1997/98,S08000016, ,40-64 years,Male,Total,d,140,840.29,d,80,480.16,d
1997/98,S08000016, ,40-64 years,Female,Total,d,110,631.06,d,70,401.58,d
1997/98,S08000016, ,65plus years,Male,Total,d,165,2019.34,d,100,1223.84,d
1997/98,S08000016, ,65plus years,Female,Total,d,240,2053.21,d,180,1539.91,d
1997/98,S08000017, ,0-17 years,Male,Total,d,55,330.33,d,50,300.3,d
1997/98,S08000017, ,0-17 years,Female,Total,d,35,218.96,d,30,187.68,d
1997/98,S08000017, ,18-24 years,Male,Total,d,30,607.9,d,25,506.59,d
1997/98,S08000017, ,18-24 years,Female,Total,d,20,413.31,d,15,309.98,d
1997/98,S08000017, ,25-39 years,Male,Total,d,125,824.92,d,90,593.94,d
1997/98,S08000017, ,25-39 years,Female,Total,d,145,927.11,d,85,543.48,d
1997/98,S08000017, ,40-64 years,Male,Total,d,155,655.75,d,110,465.37,d
1997/98,S08000017, ,40-64 years,Female,Total,d,195,797.61,d,130,531.74,d
1997/98,S08000017, ,65plus years,Male,Total,d,145,1269.37,d,100,875.43,d
1997/98,S08000017, ,65plus years,Female,Total,d,185,1170.15,d,155,980.39,d
1997/98,S08000019, ,0-17 years,Male,Total,d,15,47.23,d,10,31.49,d
1997/98,S08000019, ,0-17 years,Female,Total,d,15,49.05,d,10,32.7,d
1997/98,S08000019, ,18-24 years,Male,Total,d,115,960.09,d,70,584.4,d
1997/98,S08000019, ,18-24 years,Female,Total,d,75,610.9,d,40,325.81,d
1997/98,S08000019, ,25-39 years,Male,Total,d,290,948.05,d,195,637.48,d
1997/98,S08000019, ,25-39 years,Female,Total,d,235,737.12,d,130,407.77,d
1997/98,S08000019, ,40-64 years,Male,Total,d,290,692.67,d,185,441.88,d
1997/98,S08000019, ,40-64 years,Female,Total,d,250,572.27,d,170,389.14,d
1997/98,S08000019, ,65plus years,Male,Total,d,220,1326.42,d,145,874.23,d
1997/98,S08000019, ,65plus years,Female,Total,d,405,1636.5,d,265,1070.79,d
1997/98,S08000020, ,0-17 years,Male,Total,d,80,131.45,d,75,123.23,d
1997/98,S08000020, ,0-17 years,Female,Total,d,65,112.09,d,60,103.47,d
1997/98,S08000020, ,18-24 years,Male,Total,d,200,783.55,d,145,568.07,d
1997/98,S08000020, ,18-24 years,Female,Total,d,120,475.96,d,75,297.48,d
1997/98,S08000020, ,25-39 years,Male,Total,d,390,614.06,d,290,456.61,d
1997/98,S08000020, ,25-39 years,Female,Total,d,340,551.7,d,240,389.43,d
1997/98,S08000020, ,40-64 years,Male,Total,d,545,678.19,d,370,460.42,d
1997/98,S08000020, ,40-64 years,Female,Total,d,455,571.68,d,320,402.06,d
1997/98,S08000020, ,65plus years,Male,Total,d,485,1583.62,d,310,1012.21,d
1997/98,S08000020, ,65plus years,Female,Total,d,650,1438.85,d,500,1106.81,d
1997/98,S08000022, ,0-17 years,Male,Total,d,40,114.07,d,40,114.07,d
