FinancialYear,HBR,HBRQF,AgeGroup,Sex,Dataset,DatasetQF,DischargeCount,DischargeRates,DischargeRatesQF,PatientsCount,PatientsRates,PatientRatesQF
2020/21,S08000016, ,25-39 years,Male,SMR04, ,75,932.6, ,40,497.39, 
2020/21,S08000016, ,25-39 years,Female,SMR04, ,50,570.78, ,30,342.47, 
2020/21,S08000016, ,40-64 years,Male,SMR04, ,105,522.7, ,60,298.69, 
2020/21,S08000016, ,40-64 years,Female,SMR04, ,90,415.13, ,55,253.69, 
2020/21,S08000016, ,65plus years,Male,SMR04, ,50,358.32, ,25,179.16, 
2020/21,S08000016, ,65plus years,Female,SMR04, ,50,317.1, ,30,190.26, 
2020/21,S08000017, ,0-17 years,Male,SMR04, ,0,0, ,0,0, 
2020/21,S08000017, ,0-17 years,Female,SMR04, ,25,203.25, ,10,81.3, 
2020/21,S08000017, ,18-24 years,Male,SMR04, ,25,536.02, ,20,428.82, 
2020/21,S08000017, ,18-24 years,Female,SMR04, ,35,792.39, ,20,452.8, 
2020/21,S08000017, ,25-39 years,Male,SMR04, ,65,619.76, ,50,476.74, 
2020/21,S08000017, ,25-39 years,Female,SMR04, ,80,702.25, ,45,395.01, 
2020/21,S08000017, ,40-64 years,Male,SMR04, ,120,490.98, ,70,286.4, 
2020/21,S08000017, ,40-64 years,Female,SMR04, ,105,395.85, ,55,207.35, 
2020/21,S08000017, ,65plus years,Male,SMR04, ,85,464.79, ,45,246.06, 
2020/21,S08000017, ,65plus years,Female,SMR04, ,120,581.23, ,65,314.83, 
2020/21,S08000019, ,0-17 years,Male,SMR04, ,5,16.65, ,5,16.65, 
2020/21,S08000019, ,0-17 years,Female,SMR04, ,30,106.13, ,15,53.07, 
2020/21,S08000019, ,18-24 years,Male,SMR04, ,60,470.15, ,30,235.07, 
2020/21,S08000019, ,18-24 years,Female,SMR04, ,65,503.68, ,30,232.47, 
2020/21,S08000019, ,25-39 years,Male,SMR04, ,185,722.29, ,85,331.86, 
2020/21,S08000019, ,25-39 years,Female,SMR04, ,145,527.68, ,70,254.74, 
2020/21,S08000019, ,40-64 years,Male,SMR04, ,255,494.56, ,120,232.73, 
2020/21,S08000019, ,40-64 years,Female,SMR04, ,200,366.07, ,105,192.18, 
2020/21,S08000019, ,65plus years,Male,SMR04, ,230,852.86, ,115,426.43, 
2020/21,S08000019, ,65plus years,Female,SMR04, ,180,554.29, ,100,307.94, 
2020/21,S08000020, ,0-17 years,Male,SMR04, ,10,17.51, ,5,8.76, 
2020/21,S08000020, ,0-17 years,Female,SMR04, ,25,45.77, ,15,27.46, 
2020/21,S08000020, ,18-24 years,Male,SMR04, ,75,315.03, ,45,189.02, 
2020/21,S08000020, ,18-24 years,Female,SMR04, ,75,309.15, ,45,185.49, 
2020/21,S08000020, ,25-39 years,Male,SMR04, ,205,367.88, ,135,242.26, 
2020/21,S08000020, ,25-39 years,Female,SMR04, ,190,334.21, ,110,193.49, 
2020/21,S08000020, ,40-64 years,Male,SMR04, ,350,362.4, ,200,207.09, 
2020/21,S08000020, ,40-64 years,Female,SMR04, ,285,288.22, ,185,187.09, 
2020/21,S08000020, ,65plus years,Male,SMR04, ,315,616.51, ,165,322.93, 
2020/21,S08000020, ,65plus years,Female,SMR04, ,215,360.82, ,160,268.52, 
2020/21,S08000022, ,0-17 years,Male,SMR04, ,0,0, ,0,0, 
2020/21,S08000022, ,0-17 years,Female,SMR04, ,25,89.97, ,20,71.98, 
2020/21,S08000022, ,18-24 years,Male,SMR04, ,50,444.76, ,35,311.33, 
2020/21,S08000022, ,18-24 years,Female,SMR04, ,35,374.53, ,20,214.02, 
2020/21,S08000022, ,25-39 years,Male,SMR04, ,95,363.3, ,65,248.58, 
2020/21,S08000022, ,25-39 years,Female,SMR04, ,75,288.65, ,55,211.68, 
2020/21,S08000022, ,40-64 years,Male,SMR04, ,150,268.8, ,110,197.12, 
2020/21,S08000022, ,40-64 years,Female,SMR04, ,135,229.14, ,100,169.74, 
2020/21,S08000022, ,65plus years,Male,SMR04, ,105,294.32, ,75,210.23, 
2020/21,S08000022, ,65plus years,Female,SMR04, ,105,256.02, ,85,207.25, 
2020/21,S08000024, ,0-17 years,Male,SMR04, ,20,23.24, ,15,17.43, 
2020/21,S08000024, ,0-17 years,Female,SMR04, ,75,91.74, ,45,55.04, 
2020/21,S08000024, ,18-24 years,Male,SMR04, ,215,508.51, ,105,248.34, 
2020/21,S08000024, ,18-24 years,Female,SMR04, ,200,430.58, ,130,279.88, 
2020/21,S08000024, ,25-39 years,Male,SMR04, ,460,480.48, ,290,302.91, 
2020/21,S08000024, ,25-39 years,Female,SMR04, ,395,386.94, ,255,249.8, 
2020/21,S08000024, ,40-64 years,Male,SMR04, ,660,464.28, ,445,313.04, 
2020/21,S08000024, ,40-64 years,Female,SMR04, ,655,445.11, ,365,248.04, 
2020/21,S08000024, ,65plus years,Male,SMR04, ,335,495.4, ,240,354.91, 
2020/21,S08000024, ,65plus years,Female,SMR04, ,350,420.31, ,220,264.19, 
2020/21,S08000025, ,0-17 years,Male,SMR04, ,0,0, ,0,0, 
2020/21,S08000025, ,0-17 years,Female,SMR04, ,0,0, ,0,0, 
2020/21,S08000025, ,18-24 years,Male,SMR04, ,0,0, ,0,0, 
2020/21,S08000025, ,18-24 years,Female,SMR04, ,5,844.59, ,5,844.59, 
2020/21,S08000025, ,25-39 years,Male,SMR04, ,0,0, ,0,0, 
2020/21,S08000025, ,25-39 years,Female,SMR04, ,5,268.53, ,0,0, 
2020/21,S08000025, ,40-64 years,Male,SMR04, ,0,0, ,0,0, 
2020/21,S08000025, ,40-64 years,Female,SMR04, ,5,125.38, ,5,125.38, 
2020/21,S08000025, ,65plus years,Male,SMR04, ,0,0, ,0,0, 
2020/21,S08000025, ,65plus years,Female,SMR04, ,0,0, ,0,0, 
2020/21,S08000026, ,0-17 years,Male,SMR04, ,0,0, ,0,0, 
2020/21,S08000026, ,0-17 years,Female,SMR04, ,0,0, ,0,0, 
2020/21,S08000026, ,18-24 years,Male,SMR04, ,0,0, ,0,0, 
2020/21,S08000026, ,18-24 years,Female,SMR04, ,0,0, ,0,0, 
2020/21,S08000026, ,25-39 years,Male,SMR04, ,5,253.29, ,0,0, 
2020/21,S08000026, ,25-39 years,Female,SMR04, ,5,259.34, ,5,259.34, 
2020/21,S08000026, ,40-64 years,Male,SMR04, ,0,0, ,0,0, 
2020/21,S08000026, ,40-64 years,Female,SMR04, ,5,127.1, ,5,127.1, 
2020/21,S08000026, ,65plus years,Male,SMR04, ,0,0, ,0,0, 
2020/21,S08000026, ,65plus years,Female,SMR04, ,5,198.57, ,5,198.57, 
2020/21,S08000028, ,0-17 years,Male,SMR04, ,0,0, ,0,0, 
2020/21,S08000028, ,0-17 years,Female,SMR04, ,0,0, ,0,0, 
2020/21,S08000028, ,18-24 years,Male,SMR04, ,5,707.21, ,5,707.21, 
2020/21,S08000028, ,18-24 years,Female,SMR04, ,10,1490.31, ,5,745.16, 
2020/21,S08000028, ,25-39 years,Male,SMR04, ,10,553.1, ,5,276.55, 
2020/21,S08000028, ,25-39 years,Female,SMR04, ,5,271.15, ,5,271.15, 
2020/21,S08000028, ,40-64 years,Male,SMR04, ,15,312.89, ,10,208.59, 
2020/21,S08000028, ,40-64 years,Female,SMR04, ,10,208.12, ,10,208.12, 
2020/21,S08000028, ,65plus years,Male,SMR04, ,5,159.24, ,5,159.24, 
2020/21,S08000028, ,65plus years,Female,SMR04, ,5,134.81, ,5,134.81, 
2020/21,S08000029, ,0-17 years,Male,SMR04, ,5,13.79, ,5,13.79, 
2020/21,S08000029, ,0-17 years,Female,SMR04, ,5,14.66, ,5,14.66, 
2020/21,S08000029, ,18-24 years,Male,SMR04, ,40,253.86, ,25,158.66, 
2020/21,S08000029, ,18-24 years,Female,SMR04, ,90,548.28, ,35,213.22, 
2020/21,S08000029, ,25-39 years,Male,SMR04, ,170,550.87, ,105,340.25, 
2020/21,S08000029, ,25-39 years,Female,SMR04, ,155,470.47, ,90,273.17, 
2020/21,S08000029, ,40-64 years,Male,SMR04, ,220,359.48, ,135,220.59, 
2020/21,S08000029, ,40-64 years,Female,SMR04, ,150,230.51, ,95,145.99, 
2020/21,S08000029, ,65plus years,Male,SMR04, ,180,507.24, ,105,295.89, 
2020/21,S08000029, ,65plus years,Female,SMR04, ,145,339.48, ,95,222.41, 
2020/21,S08000030, ,0-17 years,Male,SMR04, ,15,38.35, ,10,25.56, 
2020/21,S08000030, ,0-17 years,Female,SMR04, ,50,136.19, ,25,68.1, 
2020/21,S08000030, ,18-24 years,Male,SMR04, ,80,447.28, ,45,251.59, 
2020/21,S08000030, ,18-24 years,Female,SMR04, ,140,753.66, ,80,430.66, 
2020/21,S08000030, ,25-39 years,Male,SMR04, ,250,685.81, ,155,425.21, 
2020/21,S08000030, ,25-39 years,Female,SMR04, ,230,615.83, ,150,401.63, 
2020/21,S08000030, ,40-64 years,Male,SMR04, ,315,478.59, ,235,357.04, 
2020/21,S08000030, ,40-64 years,Female,SMR04, ,310,442.27, ,200,285.34, 
2020/21,S08000030, ,65plus years,Male,SMR04, ,200,483.87, ,165,399.2, 
2020/21,S08000030, ,65plus years,Female,SMR04, ,190,385.61, ,150,304.43, 
2020/21,S08000031, ,0-17 years,Male,SMR04, ,20,17.8, ,15,13.35, 
2020/21,S08000031, ,0-17 years,Female,SMR04, ,115,106.76, ,65,60.34, 
2020/21,S08000031, ,18-24 years,Male,SMR04, ,265,488.61, ,145,267.35, 
2020/21,S08000031, ,18-24 years,Female,SMR04, ,255,449.44, ,120,211.5, 
2020/21,S08000031, ,25-39 years,Male,SMR04, ,805,647.85, ,450,362.15, 
2020/21,S08000031, ,25-39 years,Female,SMR04, ,675,525.29, ,375,291.83, 
2020/21,S08000031, ,40-64 years,Male,SMR04, ,1280,686.76, ,755,405.08, 
2020/21,S08000031, ,40-64 years,Female,SMR04, ,1040,524.39, ,575,289.93, 
2020/21,S08000031, ,65plus years,Male,SMR04, ,580,660.3, ,340,387.07, 
2020/21,S08000031, ,65plus years,Female,SMR04, ,525,468.34, ,335,298.84, 
2020/21,S08000032, ,0-17 years,Male,SMR04, ,10,14.9, ,5,7.45, 
2020/21,S08000032, ,0-17 years,Female,SMR04, ,50,78.03, ,30,46.82, 
2020/21,S08000032, ,18-24 years,Male,SMR04, ,80,305.17, ,60,228.88, 
2020/21,S08000032, ,18-24 years,Female,SMR04, ,75,294.24, ,45,176.55, 
2020/21,S08000032, ,25-39 years,Male,SMR04, ,245,411.34, ,165,277.03, 
2020/21,S08000032, ,25-39 years,Female,SMR04, ,195,305.59, ,125,195.89, 
2020/21,S08000032, ,40-64 years,Male,SMR04, ,310,271.91, ,210,184.19, 
2020/21,S08000032, ,40-64 years,Female,SMR04, ,325,268.63, ,205,169.45, 
2020/21,S08000032, ,65plus years,Male,SMR04, ,190,344.46, ,150,271.95, 
2020/21,S08000032, ,65plus years,Female,SMR04, ,215,313.04, ,155,225.68, 
2020/21,RA2702, ,0-17 years,Male,SMR04, ,0,,:,0,,:
2020/21,RA2702, ,0-17 years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2702, ,18-24 years,Male,SMR04, ,5,,:,5,,:
2020/21,RA2702, ,18-24 years,Female,SMR04, ,20,,:,15,,:
2020/21,RA2702, ,25-39 years,Male,SMR04, ,25,,:,20,,:
2020/21,RA2702, ,25-39 years,Female,SMR04, ,20,,:,20,,:
2020/21,RA2702, ,40-64 years,Male,SMR04, ,20,,:,15,,:
2020/21,RA2702, ,40-64 years,Female,SMR04, ,30,,:,20,,:
2020/21,RA2702, ,65plus years,Male,SMR04, ,5,,:,5,,:
2020/21,RA2702, ,65plus years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2701, ,0-17 years,Male,SMR04, ,0,,:,0,,:
2020/21,RA2701, ,0-17 years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2701, ,18-24 years,Male,SMR04, ,5,,:,5,,:
2020/21,RA2701, ,18-24 years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2701, ,25-39 years,Male,SMR04, ,20,,:,15,,:
2020/21,RA2701, ,25-39 years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2701, ,40-64 years,Male,SMR04, ,15,,:,15,,:
2020/21,RA2701, ,40-64 years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2701, ,65plus years,Male,SMR04, ,0,,:,0,,:
2020/21,RA2701, ,65plus years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2704, ,0-17 years,Male,SMR04, ,0,,:,0,,:
2020/21,RA2704, ,0-17 years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2704, ,18-24 years,Male,SMR04, ,5,,:,5,,:
2020/21,RA2704, ,18-24 years,Female,SMR04, ,10,,:,10,,:
2020/21,RA2704, ,25-39 years,Male,SMR04, ,40,,:,35,,:
2020/21,RA2704, ,25-39 years,Female,SMR04, ,15,,:,10,,:
2020/21,RA2704, ,40-64 years,Male,SMR04, ,35,,:,25,,:
2020/21,RA2704, ,40-64 years,Female,SMR04, ,20,,:,10,,:
2020/21,RA2704, ,65plus years,Male,SMR04, ,0,,:,0,,:
2020/21,RA2704, ,65plus years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2703, ,0-17 years,Male,SMR04, ,0,,:,0,,:
2020/21,RA2703, ,0-17 years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2703, ,18-24 years,Male,SMR04, ,0,,:,0,,:
2020/21,RA2703, ,18-24 years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2703, ,25-39 years,Male,SMR04, ,5,,:,0,,:
2020/21,RA2703, ,25-39 years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2703, ,40-64 years,Male,SMR04, ,0,,:,0,,:
2020/21,RA2703, ,40-64 years,Female,SMR04, ,0,,:,0,,:
2020/21,RA2703, ,65plus years,Male,SMR04, ,0,,:,0,,:
2020/21,RA2703, ,65plus years,Female,SMR04, ,0,,:,0,,:
2021/22,S08000015, ,0-17 years,Male,SMR04, ,5,14.55, ,5,14.55, 
2021/22,S08000015, ,0-17 years,Female,SMR04, ,10,30.72, ,10,30.72, 
2021/22,S08000015, ,18-24 years,Male,SMR04, ,30,232.45, ,20,154.97, 
2021/22,S08000015, ,18-24 years,Female,SMR04, ,20,160.76, ,20,160.76, 
2021/22,S08000015, ,25-39 years,Male,SMR04, ,145,509.79, ,100,351.58, 
2021/22,S08000015, ,25-39 years,Female,SMR04, ,90,290.52, ,65,209.82, 
2021/22,S08000015, ,40-64 years,Male,SMR04, ,215,353.02, ,180,295.55, 
2021/22,S08000015, ,40-64 years,Female,SMR04, ,200,298.13, ,160,238.5, 
2021/22,S08000015, ,65plus years,Male,SMR04, ,90,229.42, ,70,178.44, 
2021/22,S08000015, ,65plus years,Female,SMR04, ,75,159.21, ,65,137.98, 
2021/22,S08000016, ,0-17 years,Male,SMR04, ,5,46.76, ,5,46.76, 
2021/22,S08000016, ,0-17 years,Female,SMR04, ,25,246.74, ,15,148.05, 
2021/22,S08000016, ,18-24 years,Male,SMR04, ,20,558.35, ,10,279.17, 
2021/22,S08000016, ,18-24 years,Female,SMR04, ,35,1002.87, ,15,429.8, 
2021/22,S08000016, ,25-39 years,Male,SMR04, ,75,921.94, ,40,491.7, 
2021/22,S08000016, ,25-39 years,Female,SMR04, ,50,562.49, ,25,281.25, 
2021/22,S08000016, ,40-64 years,Male,SMR04, ,70,348, ,50,248.57, 
2021/22,S08000016, ,40-64 years,Female,SMR04, ,60,276.83, ,45,207.62, 
2021/22,S08000016, ,65plus years,Male,SMR04, ,45,314.97, ,25,174.98, 
2021/22,S08000016, ,65plus years,Female,SMR04, ,60,373.3, ,35,217.76, 
2021/22,S08000017, ,0-17 years,Male,SMR04, ,0,0, ,0,0, 
2021/22,S08000017, ,0-17 years,Female,SMR04, ,5,40.4, ,5,40.4, 
2021/22,S08000017, ,18-24 years,Male,SMR04, ,25,541.83, ,15,325.1, 
2021/22,S08000017, ,18-24 years,Female,SMR04, ,40,918.48, ,15,344.43, 
2021/22,S08000017, ,25-39 years,Male,SMR04, ,80,763.07, ,50,476.92, 
2021/22,S08000017, ,25-39 years,Female,SMR04, ,95,835.39, ,50,439.68, 
2021/22,S08000017, ,40-64 years,Male,SMR04, ,140,576.18, ,80,329.25, 
2021/22,S08000017, ,40-64 years,Female,SMR04, ,135,511.07, ,65,246.07, 
2021/22,S08000017, ,65plus years,Male,SMR04, ,95,514.57, ,50,270.83, 
2021/22,S08000017, ,65plus years,Female,SMR04, ,90,429.12, ,50,238.4, 
2021/22,S08000019, ,0-17 years,Male,SMR04, ,5,16.84, ,5,16.84, 
2021/22,S08000019, ,0-17 years,Female,SMR04, ,30,107.01, ,15,53.5, 
2021/22,S08000019, ,18-24 years,Male,SMR04, ,35,279.02, ,25,199.3, 
2021/22,S08000019, ,18-24 years,Female,SMR04, ,45,358.05, ,30,238.7, 
2021/22,S08000019, ,25-39 years,Male,SMR04, ,145,567.56, ,90,352.28, 
2021/22,S08000019, ,25-39 years,Female,SMR04, ,115,419.02, ,60,218.62, 
2021/22,S08000019, ,40-64 years,Male,SMR04, ,210,408.43, ,135,262.56, 
2021/22,S08000019, ,40-64 years,Female,SMR04, ,175,320.79, ,105,192.47, 
2021/22,S08000019, ,65plus years,Male,SMR04, ,205,751.74, ,100,366.7, 
2021/22,S08000019, ,65plus years,Female,SMR04, ,230,697.1, ,120,363.7, 
2021/22,S08000020, ,0-17 years,Male,SMR04, ,5,8.81, ,5,8.81, 
2021/22,S08000020, ,0-17 years,Female,SMR04, ,15,27.67, ,10,18.45, 
2021/22,S08000020, ,18-24 years,Male,SMR04, ,75,313.97, ,50,209.31, 
2021/22,S08000020, ,18-24 years,Female,SMR04, ,80,331.59, ,45,186.52, 
2021/22,S08000020, ,25-39 years,Male,SMR04, ,210,386.18, ,135,248.26, 
2021/22,S08000020, ,25-39 years,Female,SMR04, ,190,339.06, ,120,214.14, 
2021/22,S08000020, ,40-64 years,Male,SMR04, ,285,295.74, ,190,197.16, 
2021/22,S08000020, ,40-64 years,Female,SMR04, ,260,261.98, ,185,186.41, 
2021/22,S08000020, ,65plus years,Male,SMR04, ,215,408.73, ,130,247.14, 
2021/22,S08000020, ,65plus years,Female,SMR04, ,220,361.05, ,170,278.99, 
2021/22,S08000022, ,0-17 years,Male,SMR04, ,5,17.18, ,5,17.18, 
2021/22,S08000022, ,0-17 years,Female,SMR04, ,20,72.3, ,10,36.15, 
2021/22,S08000022, ,18-24 years,Male,SMR04, ,25,220.79, ,20,176.63, 
2021/22,S08000022, ,18-24 years,Female,SMR04, ,35,371.27, ,25,265.2, 
2021/22,S08000022, ,25-39 years,Male,SMR04, ,95,363.07, ,65,248.41, 
2021/22,S08000022, ,25-39 years,Female,SMR04, ,50,190.72, ,35,133.51, 
2021/22,S08000022, ,40-64 years,Male,SMR04, ,165,293.64, ,120,213.56, 
2021/22,S08000022, ,40-64 years,Female,SMR04, ,125,210.73, ,95,160.15, 
2021/22,S08000022, ,65plus years,Male,SMR04, ,80,218.85, ,60,164.14, 
2021/22,S08000022, ,65plus years,Female,SMR04, ,55,131.3, ,45,107.43, 
2021/22,S08000024, ,0-17 years,Male,SMR04, ,25,29.25, ,15,17.55, 
2021/22,S08000024, ,0-17 years,Female,SMR04, ,65,80.15, ,45,55.49, 
2021/22,S08000024, ,18-24 years,Male,SMR04, ,165,392.81, ,105,249.97, 
2021/22,S08000024, ,18-24 years,Female,SMR04, ,205,441.22, ,120,258.28, 
2021/22,S08000024, ,25-39 years,Male,SMR04, ,455,478.51, ,295,310.24, 
2021/22,S08000024, ,25-39 years,Female,SMR04, ,345,340, ,220,216.81, 
2021/22,S08000024, ,40-64 years,Male,SMR04, ,640,450.32, ,430,302.56, 
2021/22,S08000024, ,40-64 years,Female,SMR04, ,635,429.24, ,355,239.97, 
2021/22,S08000024, ,65plus years,Male,SMR04, ,390,563.96, ,240,347.05, 
2021/22,S08000024, ,65plus years,Female,SMR04, ,400,473.11, ,250,295.69, 
2021/22,S08000025, ,0-17 years,Male,SMR04, ,0,0, ,0,0, 
2021/22,S08000025, ,0-17 years,Female,SMR04, ,0,0, ,0,0, 
2021/22,S08000025, ,18-24 years,Male,SMR04, ,0,0, ,0,0, 
2021/22,S08000025, ,18-24 years,Female,SMR04, ,5,830.56, ,5,830.56, 
2021/22,S08000025, ,25-39 years,Male,SMR04, ,10,557.1, ,5,278.55, 
2021/22,S08000025, ,25-39 years,Female,SMR04, ,5,267.09, ,5,267.09, 
2021/22,S08000025, ,40-64 years,Male,SMR04, ,5,133.12, ,5,133.12, 
2021/22,S08000025, ,40-64 years,Female,SMR04, ,0,0, ,0,0, 
2021/22,S08000025, ,65plus years,Male,SMR04, ,0,0, ,0,0, 
2021/22,S08000025, ,65plus years,Female,SMR04, ,5,176.68, ,5,176.68, 
2021/22,S08000026, ,0-17 years,Male,SMR04, ,0,0, ,0,0, 
2021/22,S08000026, ,0-17 years,Female,SMR04, ,0,0, ,0,0, 
2021/22,S08000026, ,18-24 years,Male,SMR04, ,0,0, ,0,0, 
2021/22,S08000026, ,18-24 years,Female,SMR04, ,0,0, ,0,0, 
2021/22,S08000026, ,25-39 years,Male,SMR04, ,5,254.58, ,5,254.58, 
2021/22,S08000026, ,25-39 years,Female,SMR04, ,5,260.42, ,5,260.42, 
2021/22,S08000026, ,40-64 years,Male,SMR04, ,5,128.14, ,5,128.14, 
2021/22,S08000026, ,40-64 years,Female,SMR04, ,5,126.36, ,5,126.36, 
2021/22,S08000026, ,65plus years,Male,SMR04, ,5,209.91, ,5,209.91, 
2021/22,S08000026, ,65plus years,Female,SMR04, ,5,193.72, ,5,193.72, 
2021/22,S08000028, ,0-17 years,Male,SMR04, ,0,0, ,0,0, 
2021/22,S08000028, ,0-17 years,Female,SMR04, ,0,0, ,0,0, 
2021/22,S08000028, ,18-24 years,Male,SMR04, ,5,710.23, ,5,710.23, 
2021/22,S08000028, ,18-24 years,Female,SMR04, ,5,754.15, ,5,754.15, 
2021/22,S08000028, ,25-39 years,Male,SMR04, ,10,537.06, ,5,268.53, 
2021/22,S08000028, ,25-39 years,Female,SMR04, ,5,268.96, ,5,268.96, 
2021/22,S08000028, ,40-64 years,Male,SMR04, ,20,415.89, ,15,311.92, 
2021/22,S08000028, ,40-64 years,Female,SMR04, ,15,312.37, ,10,208.25, 
2021/22,S08000028, ,65plus years,Male,SMR04, ,10,312.01, ,5,156.01, 
2021/22,S08000028, ,65plus years,Female,SMR04, ,10,267.81, ,5,133.9, 
2021/22,S08000029, ,0-17 years,Male,SMR04, ,10,27.73, ,5,13.86, 
2021/22,S08000029, ,0-17 years,Female,SMR04, ,15,43.91, ,10,29.27, 
2021/22,S08000029, ,18-24 years,Male,SMR04, ,65,418.79, ,40,257.72, 
2021/22,S08000029, ,18-24 years,Female,SMR04, ,55,348.06, ,35,221.49, 
2021/22,S08000029, ,25-39 years,Male,SMR04, ,200,648.17, ,125,405.11, 
2021/22,S08000029, ,25-39 years,Female,SMR04, ,165,500.45, ,110,333.64, 
2021/22,S08000029, ,40-64 years,Male,SMR04, ,235,384.66, ,155,253.71, 
2021/22,S08000029, ,40-64 years,Female,SMR04, ,225,345.81, ,140,215.17, 
2021/22,S08000029, ,65plus years,Male,SMR04, ,195,540.3, ,110,304.79, 
2021/22,S08000029, ,65plus years,Female,SMR04, ,170,392.11, ,110,253.72, 
2021/22,S08000030, ,0-17 years,Male,SMR04, ,10,25.93, ,10,25.93, 
2021/22,S08000030, ,0-17 years,Female,SMR04, ,35,96.03, ,30,82.31, 
2021/22,S08000030, ,18-24 years,Male,SMR04, ,90,503.16, ,65,363.39, 
2021/22,S08000030, ,18-24 years,Female,SMR04, ,105,573.71, ,70,382.47, 
2021/22,S08000030, ,25-39 years,Male,SMR04, ,245,681.92, ,175,487.09, 
2021/22,S08000030, ,25-39 years,Female,SMR04, ,245,656.12, ,150,401.7, 
2021/22,S08000030, ,40-64 years,Male,SMR04, ,330,500.19, ,260,394.09, 
2021/22,S08000030, ,40-64 years,Female,SMR04, ,305,433.71, ,215,305.73, 
2021/22,S08000030, ,65plus years,Male,SMR04, ,170,404.45, ,140,333.08, 
2021/22,S08000030, ,65plus years,Female,SMR04, ,210,421.14, ,155,310.84, 
2021/22,S08000031, ,0-17 years,Male,SMR04, ,20,18.07, ,20,18.07, 
2021/22,S08000031, ,0-17 years,Female,SMR04, ,75,70.73, ,50,47.15, 
2021/22,S08000031, ,18-24 years,Male,SMR04, ,210,380.19, ,120,217.25, 
2021/22,S08000031, ,18-24 years,Female,SMR04, ,340,589.79, ,140,242.85, 
2021/22,S08000031, ,25-39 years,Male,SMR04, ,680,549.99, ,430,347.79, 
2021/22,S08000031, ,25-39 years,Female,SMR04, ,625,487.01, ,365,284.41, 
2021/22,S08000031, ,40-64 years,Male,SMR04, ,1155,622.96, ,725,391.04, 
2021/22,S08000031, ,40-64 years,Female,SMR04, ,855,433.26, ,525,266.03, 
2021/22,S08000031, ,65plus years,Male,SMR04, ,525,585.99, ,300,334.85, 
2021/22,S08000031, ,65plus years,Female,SMR04, ,440,387.48, ,300,264.19, 
2021/22,S08000032, ,0-17 years,Male,SMR04, ,20,29.77, ,15,22.33, 
2021/22,S08000032, ,0-17 years,Female,SMR04, ,55,86, ,35,54.73, 
2021/22,S08000032, ,18-24 years,Male,SMR04, ,80,307.44, ,55,211.37, 
2021/22,S08000032, ,18-24 years,Female,SMR04, ,80,315.77, ,60,236.83, 
2021/22,S08000032, ,25-39 years,Male,SMR04, ,270,452.34, ,170,284.81, 
2021/22,S08000032, ,25-39 years,Female,SMR04, ,185,290.58, ,135,212.04, 
2021/22,S08000032, ,40-64 years,Male,SMR04, ,315,275.8, ,225,197, 
2021/22,S08000032, ,40-64 years,Female,SMR04, ,345,284.86, ,230,189.91, 
2021/22,S08000032, ,65plus years,Male,SMR04, ,185,329.48, ,140,249.34, 
2021/22,S08000032, ,65plus years,Female,SMR04, ,200,287.35, ,135,193.96, 
2021/22,RA2702, ,0-17 years,Male,SMR04, ,0,,:,0,,:
2021/22,RA2702, ,0-17 years,Female,SMR04, ,0,,:,0,,:
2021/22,RA2702, ,18-24 years,Male,SMR04, ,5,,:,5,,:
2021/22,RA2702, ,18-24 years,Female,SMR04, ,20,,:,15,,:
2021/22,RA2702, ,25-39 years,Male,SMR04, ,30,,:,25,,:
2021/22,RA2702, ,25-39 years,Female,SMR04, ,45,,:,30,,:
2021/22,RA2702, ,40-64 years,Male,SMR04, ,35,,:,30,,:
2021/22,RA2702, ,40-64 years,Female,SMR04, ,25,,:,20,,:
2021/22,RA2702, ,65plus years,Male,SMR04, ,5,,:,5,,:
2021/22,RA2702, ,65plus years,Female,SMR04, ,5,,:,5,,:
2021/22,RA2701, ,0-17 years,Male,SMR04, ,0,,:,0,,:
2021/22,RA2701, ,0-17 years,Female,SMR04, ,0,,:,0,,:
2021/22,RA2701, ,18-24 years,Male,SMR04, ,5,,:,5,,:
2021/22,RA2701, ,18-24 years,Female,SMR04, ,0,,:,0,,:
2021/22,RA2701, ,25-39 years,Male,SMR04, ,10,,:,5,,:
2021/22,RA2701, ,25-39 years,Female,SMR04, ,5,,:,0,,:
2021/22,RA2701, ,40-64 years,Male,SMR04, ,20,,:,20,,:
2021/22,RA2701, ,40-64 years,Female,SMR04, ,0,,:,0,,:
2021/22,RA2701, ,65plus years,Male,SMR04, ,5,,:,5,,:
2021/22,RA2701, ,65plus years,Female,SMR04, ,0,,:,0,,:
2021/22,RA2704, ,0-17 years,Male,SMR04, ,0,,:,0,,:
2021/22,RA2704, ,0-17 years,Female,SMR04, ,0,,:,0,,:
2021/22,RA2704, ,18-24 years,Male,SMR04, ,0,,:,0,,:
